49.3317 3.74013
50.3509 4.76035
65.766 1.99268
46.5797 4.27444
25.0454 0.277328
55.1341 -2.20327
56.4011 0.708788
59.8921 -2.70652
-12.132 -2.27825
74.347 0.774117
2.08079 3.5901
67.9994 -7.30331
49.3432 5.15503
58.6466 3.58189
68.5081 5.76343
-0.196 0.20041
59.4635 -1.5149
-71.774 -4.63192
52.4964 11.0711
56.1858 3.95426
0.064414 -0.307176
-49.107 -10.9037
12.3963 6.31697
46.4881 1.81492
48.0896 -3.87361
58.0308 -3.60423
-29.572 11.4727
-0.053 -0.293561
70.792 -3.47697
8.22221 1.18815
47.7612 3.12352
56.3217 -1.52271
46.7262 3.27244
72.3992 -7.62963
70.4741 -17.5631
41.0204 11.4699
31.3666 3.34473
-0.243 -0.1365
20.2064 -2.52643
17.4329 -0.077379
8.74916 -6.10677
52.4376 -3.53965
-13.735 12.6009
49.3974 -3.64608
72.2447 4.47112
2.47562 8.12549
58.9848 4.93425
-11.936 -11.4882
9.408 -0.11648
35.2743 1.54046
46.3567 5.01304
20.4497 1.36136
-6.742 -4.30931
56.1432 0.668284
-19.584 -8.7204
-40.903 1.1885
20.3841 2.98356
74.3153 -6.76196
45.1338 -1.65427
50.2005 -1.30759
0.203146 -5.80597
-64.52 -0.633361
137.276 -3.27845
52.9734 -15.1468
-44.977 0.338795
135.698 42.2883
131.125 2.37453
28.3926 15.4282
-79.576 -32.4353
4.52905 -12.0706
21.5331 10.4785
-83.351 -33.8178
112.777 -12.8943
17.3818 -15.4573
31.1562 -18.6155
96.2534 7.15019
63.7258 -6.65176
-76.2 -34.1213
111.221 1.35306
-147.633 -22.2553
-79.864 -34.255
116.234 4.26473
-0.35 -0.042463
-79.247 -32.1446
-44.934 -0.244532
-44.962 0.00768
56.5408 13.851
5.91663 -13.4328
-84.524 -33.0921
-78.876 -31.395
171.263 34.1019
130.078 -0.489875
-16.111 -17.4752
-168.069 -12.0698
143.526 6.99075
38.0643 10.7814
167.687 -3.217
27.2888 -16.2543
-24.395 -16.1574
-6.78 17.8025
-81.486 -30.5656
1.94685 -12.5666
-50.953 -17.4984
87.7921 12.2873
18.4367 13.8757
95.4765 5.71692
-130.373 -7.72274
151.55 -0.344376
125.433 -2.56747
-82.468 -30.6987
6.33995 -13.4515
143.078 -4.67411
64.7347 8.77113
165.81 -5.05246
-44.923 -0.368511
108.276 3.76399
12.8597 10.3589
-84.57 -32.7265
74.6582 -7.79844
54.9321 7.18399
56.2605 9.80816
-84.49 -34.9721
-82.934 -36.6589
48.9251 10.8003
63.0739 -6.00985
118.604 8.48644
41.2 2.09924
41.3846 -18.0002
93.5666 6.73727
49.5824 17.7927
52.8751 1.8296
125.851 1.20864
20.5773 14.5856
48.7889 -7.91119
53.4495 3.56664
-83.87 -33.2153
41.1109 1.96436
-77.151 -34.2792
128.194 8.1768
38.218 -16.0273
52.736 10.2383
-6.398 18.2317
137.386 -4.89977
-44.942 -0.385806
54.0832 0.215124
155.11 3.02831
138.7 10.3161
24.6031 7.35785
63.6291 -8.49038
80.4364 -0.195575
-78.493 -32.4844
114.158 -2.16974
26.7108 8.69895
66.1437 6.43957
147.908 -7.3235
68.7834 12.7225
37.797 -2.08246
110.115 -2.01671
-79.079 -32.6847
116.399 32.5379
33.2632 5.34719
-76.278 -31.6221
36.8633 19.4579
106.417 16.9949
119.738 3.89507
20.9271 16.277
46.0386 13.007
110.228 -3.40186
154.979 -2.41337
29.4841 -4.06619
-82.304 -29.8054
136.884 -3.37073
116.708 4.69108
-0.423 0.020432
45.3763 1.37749
91.3734 8.69722
-76.828 -34.1056
54.9477 -16.3535
49.8219 -14.535
13.6549 27.8045
-79.404 -32.7707
63.4808 24.1284
74.823 -6.37597
-83.785 -30.7537
-97.274 34.1082
-0.552 0.212742
-44.959 0.230082
138.516 7.04009
-9.359 -15.7925
178.669 13.6893
54.0682 -4.0016
43.7205 -5.58773
59.4791 -2.4739
-130.392 -14.0982
67.3355 -7.91151
57.4799 12.568
-78.059 -31.4815
26.0342 13.0122
-80.098 -33.8654
-79.198 -34.2388
96.5202 3.81188
54.0583 0.005574
41.2431 1.0962
160.47 58.6384
62.7909 -12.3159
170.632 -4.86302
40.6843 1.52598
83.6204 5.4614
23.6162 7.18346
72.2748 -13.7358
132.393 1.10775
91.2834 11.3036
148.487 3.49561
84.0985 11.7638
47.3447 8.91932
66.6772 -2.92573
-0.269 0.115233
131.359 4.75402
123.601 2.39393
99.433 0.614622
137.716 -2.79141
-79.717 -37.2124
155.312 -0.563938
43.8389 10.7734
102.962 -22.1011
86.5083 2.64118
127.981 7.01957
-132.229 -10.418
122.462 2.74791
5.9355 -15.1175
34.2952 -12.5272
89.1407 6.71394
89.3505 9.86979
150.03 19.7639
62.0684 8.73775
31.0355 -2.88392
-150.033 4.21722
-82.889 -32.1281
49.6677 9.58461
-81.784 -33.8752
-77.026 21.5456
39.2374 -5.31418
-77.888 -31.6692
28.0068 13.6953
-56.973 -44.2697
-132.433 1.72821
111.363 11.9096
10.7604 -15.4823
48.7904 -15.4202
-82.458 -32.855
71.9597 -20.6478
-79.392 -35.5983
-82.321 -33.8188
-83.614 -35.3818
35.2242 4.24346
142.459 -4.32173
40.1545 -20.0819
32.4986 5.94331
-82.349 -32.24
44.0388 16.5647
114.803 11.0095
-76.296 -32.223
74.9395 -0.382716
-79.276 -30.4431
78.5123 -12.251
28.2234 8.82658
-82.335 -29.1198
-83.03 -29.4292
62.547 -5.99477
-44.949 -0.353012
41.1813 9.57354
134.285 -3.292
100.598 9.10583
38.1334 -2.20557
-79.774 -32.6073
111.704 11.8784
-78.983 -31.8867
-85.851 20.2076
88.9454 -3.96833
-170.075 -9.10389
34.3781 -10.4327
36.8451 13.9404
178.166 -0.030336
48.6901 -9.24713
-161.676 -11.4358
-79.353 -33.2316
-82.21 -29.3698
42.553 9.06846
30.2966 2.68575
17.2681 16.4122
-145.591 3.91548
166.427 20.1046
144.12 -7.19438
52.736 -5.59991
129.42 2.12103
160.213 -3.73498
125.412 0.565018
-79.942 -33.0641
122.711 2.60228
-79.395 -30.2695
-85.272 -35.7823
66.7723 -4.29259
120.222 7.51108
128.032 -11.4495
95.6659 25.86
113.05 10.1066
63.7481 -0.209922
84.0105 9.78428
92.3102 -12.1075
97.9339 3.31418
-172.57 -6.05677
29.5802 -2.49198
36.5905 -1.35602
42.0477 -8.37323
77.1209 11.5412
76.0315 10.5225
68.9537 11.627
-0.679 0.188371
80.2756 -2.70212
121.725 0.516957
-82.822 -32.7953
35.7488 -9.5317
98.2732 0.179254
