_RAJ2000;_DEJ2000;ID;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag
322.59437;+12.11289;    919;17.523; 0.002;16.737; 0.003;15.810; 0.004
322.59462;+12.17772;    920;19.322; 0.009;18.869; 0.009;18.310; 0.012
322.59454;+12.17519;    922;21.236; 0.017;20.715; 0.030;19.932; 0.028
322.59425;+12.13122;    924;21.030; 0.015;20.314; 0.024;19.835; 0.029
322.59429;+12.15450;    925;19.730; 0.005;19.257; 0.007;18.654; 0.009
322.59421;+12.15592;    927;20.743; 0.009;20.219; 0.014;19.532; 0.022
322.59396;+12.10675;    928;20.539; 0.009;19.806; 0.010;18.971; 0.011
322.59383;+12.14133;    934;20.872; 0.011;20.315; 0.015;19.552; 0.025
322.59367;+12.11750;    937;19.084; 0.004;18.530; 0.007;17.788; 0.006
322.59325;+12.15500;    951;19.357; 0.004;18.892; 0.009;18.236; 0.008
322.59296;+12.12017;    955;18.505; 0.003;17.779; 0.004;16.910; 0.004
322.59262;+12.09814;    958;20.798; 0.009;20.257; 0.012;19.629; 0.019
322.59271;+12.16294;    960;19.772; 0.006;19.293; 0.009;18.671; 0.011
322.59250;+12.13394;    961;19.016; 0.004;18.272; 0.004;17.436; 0.007
322.59229;+12.15858;    965;20.903; 0.016;20.329; 0.016;19.658; 0.026
322.59212;+12.12167;    967;20.793; 0.010;20.267; 0.015;19.624; 0.019
322.59208;+12.13328;    968;20.855; 0.011;20.286; 0.015;19.607; 0.027
322.59208;+12.17881;    973;20.625; 0.010;20.058; 0.012;19.332; 0.015
322.59133;+12.04747;    974;19.719; 0.006;19.167; 0.007;18.593; 0.013
322.59154;+12.11094;    975;19.983; 0.006;19.506; 0.010;18.864; 0.012
322.59175;+12.16725;    976;20.196; 0.007;19.708; 0.011;19.025; 0.014
322.59171;+12.17175;    977;20.017; 0.007;19.529; 0.009;18.918; 0.022
322.59092;+12.05336;    978;18.181; 0.003;17.444; 0.004;16.758; 0.004
322.59121;+12.11733;    982;19.881; 0.006;19.378; 0.007;18.765; 0.010
322.59133;+12.14681;    984;16.948; 0.002;16.284; 0.002;15.528; 0.003
322.59104;+12.08947;    990;19.857; 0.009;19.308; 0.010;18.756; 0.013
322.59121;+12.13839;    991;19.976; 0.007;19.511; 0.012;18.896; 0.012
322.59112;+12.13333;    992;20.561; 0.009;20.022; 0.012;19.366; 0.021
322.59100;+12.13550;    996;20.700; 0.010;20.209; 0.015;19.529; 0.021
322.59087;+12.13047;    997;19.618; 0.005;19.146; 0.007;18.516; 0.012
322.59100;+12.16578;    998;19.168; 0.004;18.619; 0.006;17.909; 0.006
322.59025;+12.07481;   1007;19.263; 0.006;18.674; 0.005;18.134; 0.011
322.59058;+12.16719;   1009;20.743; 0.012;20.232; 0.017;19.556; 0.022
322.59058;+12.17606;   1011;20.770; 0.011;20.184; 0.015;19.487; 0.018
322.59042;+12.14956;   1012;20.631; 0.009;20.081; 0.014;19.396; 0.017
322.59000;+12.13117;   1019;19.559; 0.005;19.065; 0.006;18.447; 0.009
322.58992;+12.13525;   1022;17.887; 0.002;17.146; 0.003;16.232; 0.004
322.58992;+12.17872;   1023;19.610; 0.004;19.104; 0.007;18.458; 0.008
322.58950;+12.02639;   1024;19.503; 0.006;18.953; 0.006;18.386; 0.009
322.58996;+12.15717;   1025;20.994; 0.013;20.547; 0.019;19.739; 0.023
322.58912;+12.14419;   1037;20.774; 0.011;20.261; 0.016;19.643; 0.021
322.58917;+12.15244;   1038;20.192; 0.007;19.698; 0.011;19.076; 0.015
322.58879;+12.13392;   1042;20.676; 0.009;20.155; 0.014;19.472; 0.018
322.58883;+12.15097;   1043;20.231; 0.007;19.736; 0.010;19.041; 0.013
322.58858;+12.08814;   1044;20.761; 0.012;20.179; 0.014;19.613; 0.028
322.58825;+12.02347;   1047;21.100; 0.018;20.525; 0.019;19.827; 0.029
322.58867;+12.16528;   1050;20.814; 0.010;20.269; 0.014;19.611; 0.020
322.58850;+12.13969;   1052;20.700; 0.010;20.139; 0.013;19.438; 0.024
322.58817;+12.06536;   1053;20.765; 0.015;20.169; 0.015;19.524; 0.024
322.58838;+12.13189;   1054;19.130; 0.005;18.535; 0.005;17.815; 0.006
322.58850;+12.17239;   1055;19.723; 0.005;19.243; 0.008;18.617; 0.008
322.58829;+12.14589;   1056;20.916; 0.010;20.332; 0.016;19.655; 0.021
322.58838;+12.16725;   1057;20.390; 0.009;19.877; 0.010;19.201; 0.014
322.58771;+12.02981;   1060;20.280; 0.010;18.931; 0.007;17.430; 0.005
322.58792;+12.14494;   1062;20.182; 0.007;19.680; 0.009;19.037; 0.014
322.58779;+12.13614;   1063;20.605; 0.010;20.098; 0.014;19.385; 0.029
322.58750;+12.05472;   1064;19.620; 0.008;19.057; 0.007;18.492; 0.010
322.58762;+12.08625;   1065;20.624; 0.011;20.031; 0.014;19.473; 0.024
322.58737;+12.04483;   1066;20.687; 0.014;20.118; 0.013;19.483; 0.025
322.58717;+12.03300;   1069;19.290; 0.005;18.703; 0.006;18.058; 0.006
322.58762;+12.12792;   1071;21.126; 0.015;20.511; 0.023;20.020; 0.030
322.58733;+12.12997;   1074;19.563; 0.005;19.072; 0.007;18.503; 0.010
322.58692;+12.04897;   1075;20.086; 0.011;19.529; 0.009;18.973; 0.014
322.58717;+12.13792;   1081;20.053; 0.007;19.553; 0.008;18.917; 0.017
322.58729;+12.17311;   1082;20.643; 0.014;20.367; 0.025;19.902; 0.026
322.58712;+12.16431;   1083;20.124; 0.007;19.632; 0.009;18.978; 0.013
322.58667;+12.07975;   1086;19.886; 0.009;19.350; 0.010;18.811; 0.013
322.58679;+12.10147;   1088;20.892; 0.010;20.319; 0.013;19.704; 0.020
322.58675;+12.14508;   1091;20.637; 0.009;20.125; 0.014;19.415; 0.019
322.58675;+12.15928;   1092;19.793; 0.006;19.309; 0.009;18.686; 0.010
322.58642;+12.07661;   1094;20.558; 0.014;19.996; 0.017;19.426; 0.023
322.58642;+12.06903;   1095;20.671; 0.016;20.085; 0.015;19.519; 0.023
322.58646;+12.12067;   1096;20.694; 0.013;20.159; 0.016;19.483; 0.023
322.58654;+12.14369;   1097;19.076; 0.005;18.556; 0.006;17.860; 0.006
322.58646;+12.14014;   1101;20.213; 0.007;19.727; 0.012;19.070; 0.018
322.58637;+12.15567;   1105;20.260; 0.007;19.795; 0.010;19.132; 0.015
322.58612;+12.14117;   1106;19.808; 0.006;19.343; 0.007;18.717; 0.011
322.58596;+12.16861;   1110;21.190; 0.015;20.596; 0.018;19.844; 0.028
322.58592;+12.15775;   1111;20.395; 0.007;19.918; 0.012;19.262; 0.018
322.58562;+12.11361;   1113;19.915; 0.006;19.448; 0.008;18.869; 0.012
322.58537;+12.05858;   1114;20.820; 0.018;20.038; 0.014;19.330; 0.018
322.58546;+12.11703;   1116;20.616; 0.010;20.056; 0.012;19.414; 0.020
322.58496;+12.09350;   1124;20.877; 0.010;19.824; 0.009;18.725; 0.012
322.58475;+12.03497;   1126;19.226; 0.006;18.431; 0.005;17.643; 0.006
322.58512;+12.16297;   1127;21.053; 0.013;19.977; 0.012;18.818; 0.011
322.58508;+12.17264;   1135;19.210; 0.004;18.655; 0.006;17.951; 0.007
322.58471;+12.08964;   1138;19.642; 0.006;19.107; 0.009;18.560; 0.014
322.58471;+12.11822;   1141;21.035; 0.015;20.480; 0.016;19.813; 0.026
322.58479;+12.13750;   1144;20.152; 0.007;19.643; 0.010;18.989; 0.012
322.58471;+12.12658;   1146;19.538; 0.005;19.059; 0.007;18.457; 0.008
322.58471;+12.13900;   1149;20.655; 0.009;20.157; 0.013;19.444; 0.020
322.58446;+12.09294;   1153;19.396; 0.004;18.922; 0.005;18.340; 0.008
322.58458;+12.13428;   1155;20.923; 0.012;20.396; 0.018;19.695; 0.021
322.58454;+12.17175;   1156;20.661; 0.010;20.111; 0.014;19.402; 0.020
322.58433;+12.13092;   1158;20.772; 0.011;20.217; 0.014;19.577; 0.023
322.58392;+12.07253;   1170;20.851; 0.019;20.242; 0.016;19.729; 0.032
322.58383;+12.13264;   1173;20.937; 0.013;20.367; 0.017;19.681; 0.023
322.58350;+12.06042;   1174;19.126; 0.007;18.494; 0.007;17.878; 0.008
322.58375;+12.16697;   1179;20.787; 0.010;20.281; 0.017;19.551; 0.021
322.58362;+12.16594;   1183;20.689; 0.010;20.145; 0.016;19.415; 0.017
322.58325;+12.15769;   1191;20.610; 0.009;20.107; 0.013;19.448; 0.021
322.58308;+12.13275;   1192;19.087; 0.004;18.524; 0.005;17.790; 0.007
322.58304;+12.12772;   1193;20.080; 0.006;19.586; 0.009;18.998; 0.014
322.58300;+12.12908;   1194;18.810; 0.004;18.161; 0.004;17.330; 0.005
322.58283;+12.12994;   1198;19.862; 0.006;19.388; 0.008;18.746; 0.012
322.58287;+12.15989;   1201;20.964; 0.013;20.389; 0.019;19.737; 0.026
322.58254;+12.12756;   1205;20.666; 0.010;20.162; 0.014;19.496; 0.020
322.58254;+12.16811;   1206;20.099; 0.006;19.618; 0.009;18.969; 0.011
322.58229;+12.10172;   1207;20.319; 0.007;19.765; 0.007;19.136; 0.014
322.58229;+12.11953;   1211;20.765; 0.011;20.236; 0.015;19.561; 0.022
322.58225;+12.13931;   1214;20.582; 0.010;20.036; 0.013;19.388; 0.019
322.58229;+12.15497;   1215;20.491; 0.008;19.996; 0.015;19.312; 0.016
322.58175;+12.03911;   1218;20.369; 0.011;18.712; 0.009;16.551; 0.004
322.58204;+12.14178;   1219;19.991; 0.007;19.521; 0.008;18.864; 0.015
322.58175;+12.05883;   1220;20.379; 0.013;19.811; 0.014;19.227; 0.020
322.58204;+12.16153;   1222;19.346; 0.004;18.887; 0.006;18.253; 0.007
322.58200;+12.16481;   1225;18.979; 0.004;18.081; 0.004;17.106; 0.004
322.58154;+12.07836;   1227;19.993; 0.013;19.455; 0.013;18.822; 0.016
322.58137;+12.05347;   1233;19.980; 0.009;19.416; 0.009;18.839; 0.012
322.58133;+12.07819;   1234;19.236; 0.008;18.625; 0.008;18.033; 0.009
322.58162;+12.16108;   1235;20.340; 0.008;19.813; 0.011;19.162; 0.016
322.58146;+12.15908;   1239;21.034; 0.015;20.532; 0.018;19.745; 0.022
322.58129;+12.10197;   1241;21.222; 0.013;20.659; 0.016;19.947; 0.025
322.58129;+12.12106;   1242;20.948; 0.012;20.439; 0.017;19.718; 0.027
322.58125;+12.11606;   1244;19.600; 0.005;19.107; 0.006;18.580; 0.013
322.58087;+12.02911;   1246;21.044; 0.026;20.458; 0.017;19.772; 0.027
322.58087;+12.09661;   1250;19.931; 0.007;19.507; 0.007;19.017; 0.011
322.58096;+12.17303;   1255;19.865; 0.005;19.381; 0.008;18.781; 0.010
322.58071;+12.13978;   1256;19.829; 0.006;19.360; 0.008;18.717; 0.011
322.58037;+12.10408;   1258;20.243; 0.007;19.732; 0.009;19.144; 0.014
322.58033;+12.16828;   1262;19.976; 0.006;19.492; 0.008;18.843; 0.010
322.58012;+12.16067;   1264;19.243; 0.005;18.796; 0.006;18.284; 0.007
322.57975;+12.06417;   1266;19.284; 0.009;18.744; 0.008;18.144; 0.008
322.57975;+12.06864;   1269;19.614; 0.008;19.098; 0.009;18.546; 0.012
322.58000;+12.16936;   1273;19.672; 0.005;19.834; 0.011;20.089; 0.031
322.57954;+12.11697;   1275;20.722; 0.011;20.179; 0.013;19.517; 0.024
322.57950;+12.13003;   1279;19.226; 0.004;18.711; 0.006;18.035; 0.007
322.57937;+12.09297;   1280;21.003; 0.012;20.415; 0.015;19.763; 0.020
322.57946;+12.12925;   1281;20.438; 0.008;19.939; 0.010;19.322; 0.018
322.57958;+12.17081;   1282;19.791; 0.006;19.325; 0.008;18.700; 0.009
322.57917;+12.10844;   1285;20.731; 0.011;20.238; 0.015;19.495; 0.021
322.57912;+12.10750;   1289;20.616; 0.010;20.065; 0.012;19.389; 0.016
322.57908;+12.12503;   1290;20.276; 0.007;19.786; 0.010;19.157; 0.014
322.57904;+12.16125;   1295;19.744; 0.006;19.247; 0.008;18.614; 0.009
322.57887;+12.14256;   1296;18.236; 0.003;17.684; 0.003;17.026; 0.005
322.57896;+12.17603;   1299;19.904; 0.006;19.389; 0.007;18.787; 0.011
322.57875;+12.16503;   1303;16.209; 0.002;15.953; 0.002;15.244; 0.003
322.57871;+12.17186;   1305;20.734; 0.009;20.208; 0.016;19.605; 0.024
322.57858;+12.17711;   1308;19.735; 0.006;19.247; 0.008;18.611; 0.009
322.57821;+12.13497;   1312;20.853; 0.011;20.322; 0.017;19.629; 0.021
322.57800;+12.11683;   1314;20.784; 0.010;20.269; 0.016;19.569; 0.020
322.57783;+12.06439;   1315;20.863; 0.018;20.260; 0.017;19.618; 0.024
322.57787;+12.06958;   1316;20.659; 0.012;20.056; 0.014;19.472; 0.024
322.57762;+12.14356;   1326;20.165; 0.007;19.700; 0.011;19.077; 0.015
322.57750;+12.14169;   1327;20.460; 0.008;19.970; 0.012;19.302; 0.016
322.57742;+12.16175;   1329;19.915; 0.007;19.410; 0.009;18.807; 0.011
322.57729;+12.14264;   1331;20.958; 0.011;20.429; 0.018;19.749; 0.026
322.57717;+12.14681;   1334;20.787; 0.011;20.279; 0.015;19.608; 0.021
322.57717;+12.15308;   1335;19.747; 0.006;19.279; 0.007;18.638; 0.010
322.57717;+12.15936;   1336;20.845; 0.011;20.383; 0.017;19.606; 0.023
322.57687;+12.08831;   1337;20.440; 0.010;19.890; 0.012;19.304; 0.020
322.57712;+12.15883;   1338;20.832; 0.010;20.317; 0.016;19.568; 0.020
322.57658;+12.06042;   1340;21.413; 0.027;20.821; 0.025;20.141; 0.038
322.57692;+12.15047;   1341;19.499; 0.005;19.049; 0.007;18.423; 0.008
322.57650;+12.05467;   1343;20.997; 0.018;19.817; 0.012;18.590; 0.012
322.57683;+12.16347;   1346;20.004; 0.006;19.517; 0.008;18.882; 0.011
322.57658;+12.10733;   1348;19.837; 0.006;18.602; 0.006;17.208; 0.006
322.57621;+12.11581;   1351;19.780; 0.006;19.312; 0.007;18.718; 0.009
322.57608;+12.09192;   1352;19.566; 0.006;19.071; 0.007;18.526; 0.010
322.57612;+12.15447;   1359;20.205; 0.009;19.752; 0.015;19.006; 0.016
322.57600;+12.16819;   1361;20.289; 0.007;19.777; 0.010;19.092; 0.015
322.57583;+12.12347;   1362;18.719; 0.004;17.997; 0.004;17.205; 0.006
322.57579;+12.14831;   1365;20.067; 0.008;19.591; 0.009;18.969; 0.012
322.57550;+12.07939;   1366;20.338; 0.008;19.833; 0.009;19.194; 0.013
322.57567;+12.16700;   1368;21.388; 0.017;20.763; 0.022;19.984; 0.026
322.57558;+12.14386;   1369;20.782; 0.011;20.225; 0.016;19.585; 0.022
322.57562;+12.17497;   1373;20.936; 0.011;20.371; 0.015;19.718; 0.023
322.57562;+12.16939;   1374;20.699; 0.009;20.189; 0.013;19.466; 0.022
322.57546;+12.13506;   1375;20.204; 0.007;19.724; 0.010;19.017; 0.013
322.57550;+12.15422;   1376;16.374; 0.002;15.550; 0.002;14.544; 0.003
322.57521;+12.11653;   1380;20.835; 0.012;20.306; 0.016;19.515; 0.022
322.57479;+12.04186;   1384;20.668; 0.009;20.159; 0.010;19.490; 0.016
322.57512;+12.14850;   1385;19.557; 0.004;18.153; 0.003;16.451; 0.004
322.57508;+12.13400;   1386;20.665; 0.009;20.126; 0.010;19.479; 0.016
322.57492;+12.09431;   1387;21.251; 0.010;20.691; 0.012;19.953; 0.021
322.57517;+12.15269;   1388;21.018; 0.010;20.483; 0.012;19.844; 0.021
322.57512;+12.16522;   1391;16.107; 0.002;15.925; 0.002;15.709; 0.003
322.57500;+12.13061;   1392;20.553; 0.006;19.085; 0.005;17.298; 0.005
322.57500;+12.13936;   1393;19.692; 0.006;19.231; 0.009;18.560; 0.014
322.57492;+12.13739;   1394;20.631; 0.007;20.112; 0.008;19.498; 0.018
322.57492;+12.14969;   1398;20.739; 0.009;20.225; 0.015;19.430; 0.022
322.57458;+12.08225;   1400;20.237; 0.008;19.748; 0.008;19.099; 0.011
322.57475;+12.17325;   1403;19.117; 0.003;18.525; 0.004;17.772; 0.005
322.57433;+12.07589;   1405;19.455; 0.005;18.987; 0.006;18.384; 0.007
322.57458;+12.16075;   1407;18.743; 0.003;18.084; 0.003;17.223; 0.004
322.57421;+12.07675;   1411;21.075; 0.015;20.491; 0.015;19.898; 0.021
322.57446;+12.16844;   1412;20.359; 0.006;19.851; 0.006;19.211; 0.012
322.57429;+12.12294;   1414;19.996; 0.005;19.494; 0.007;18.880; 0.010
322.57400;+12.05969;   1415;20.816; 0.010;20.258; 0.012;19.586; 0.017
322.57425;+12.13867;   1418;20.388; 0.006;19.892; 0.008;19.282; 0.016
322.57412;+12.17128;   1423;20.441; 0.006;19.901; 0.008;19.194; 0.013
322.57396;+12.14939;   1425;19.608; 0.003;19.139; 0.005;18.563; 0.008
322.57379;+12.13206;   1426;20.929; 0.009;20.361; 0.011;19.660; 0.017
322.57396;+12.16806;   1427;20.315; 0.006;19.828; 0.007;19.195; 0.014
322.57333;+12.04583;   1429;20.791; 0.012;19.258; 0.006;17.322; 0.004
322.57371;+12.14983;   1430;20.397; 0.006;19.908; 0.008;19.260; 0.012
322.57379;+12.17164;   1431;19.531; 0.004;19.023; 0.005;18.377; 0.007
322.57375;+12.15692;   1432;19.679; 0.004;19.206; 0.005;18.580; 0.008
322.57371;+12.17314;   1435;19.794; 0.004;19.313; 0.006;18.625; 0.008
322.57325;+12.07733;   1437;20.021; 0.006;19.564; 0.007;18.927; 0.011
322.57354;+12.17586;   1438;20.305; 0.006;19.790; 0.007;19.086; 0.011
322.57342;+12.16250;   1439;21.148; 0.010;20.579; 0.013;19.788; 0.023
322.57312;+12.12847;   1441;19.715; 0.004;19.235; 0.006;18.655; 0.010
322.57312;+12.13419;   1442;20.083; 0.006;19.559; 0.007;19.000; 0.010
322.57287;+12.08308;   1443;19.161; 0.004;18.611; 0.005;17.906; 0.007
322.57296;+12.14103;   1446;20.990; 0.010;20.455; 0.011;19.748; 0.021
322.57287;+12.11036;   1447;20.797; 0.007;20.251; 0.009;19.572; 0.014
322.57267;+12.07747;   1449;20.568; 0.008;20.035; 0.010;19.363; 0.014
322.57287;+12.14678;   1450;20.419; 0.006;19.900; 0.007;19.267; 0.016
322.57292;+12.16022;   1451;20.250; 0.006;19.755; 0.007;19.100; 0.012
322.57254;+12.09800;   1452;19.520; 0.004;19.000; 0.004;18.405; 0.007
322.57283;+12.17669;   1453;20.077; 0.005;19.586; 0.006;18.920; 0.009
322.57275;+12.15903;   1454;21.382; 0.013;20.795; 0.015;20.046; 0.027
322.57262;+12.14175;   1455;20.523; 0.006;19.992; 0.009;19.331; 0.015
322.57254;+12.12361;   1456;20.257; 0.006;19.732; 0.008;19.132; 0.012
322.57262;+12.16528;   1458;20.120; 0.006;19.591; 0.007;18.899; 0.012
322.57225;+12.07331;   1459;20.384; 0.009;19.854; 0.013;19.159; 0.014
322.57246;+12.13800;   1460;18.427; 0.003;17.706; 0.003;16.867; 0.005
322.57225;+12.10117;   1462;16.983; 0.002;16.207; 0.003;15.320; 0.006
322.57225;+12.10692;   1463;20.244; 0.006;19.738; 0.006;19.128; 0.012
322.57237;+12.15331;   1464;19.650; 0.004;19.176; 0.005;18.562; 0.008
322.57229;+12.14064;   1466;20.136; 0.005;19.628; 0.006;18.989; 0.012
322.57175;+12.03497;   1471;19.660; 0.005;19.184; 0.006;18.555; 0.008
322.57192;+12.17522;   1482;21.078; 0.011;20.519; 0.012;19.732; 0.019
322.57150;+12.07236;   1484;20.359; 0.009;19.838; 0.009;19.175; 0.015
322.57179;+12.15367;   1485;20.730; 0.008;20.233; 0.011;19.496; 0.018
322.57158;+12.10481;   1487;19.449; 0.003;18.949; 0.005;18.379; 0.007
322.57175;+12.16167;   1488;20.993; 0.009;20.494; 0.013;19.797; 0.019
322.57162;+12.17492;   1489;20.049; 0.005;18.468; 0.004;16.269; 0.003
322.57142;+12.17825;   1494;20.673; 0.007;20.139; 0.009;19.450; 0.014
322.57133;+12.16194;   1496;19.556; 0.004;19.068; 0.005;18.419; 0.008
322.57133;+12.16386;   1497;20.870; 0.008;20.348; 0.011;19.592; 0.017
322.57125;+12.15631;   1500;20.806; 0.009;20.285; 0.010;19.547; 0.017
322.57125;+12.16722;   1502;20.269; 0.006;19.772; 0.007;19.074; 0.011
322.57117;+12.14436;   1504;19.211; 0.004;18.635; 0.004;17.924; 0.006
322.57117;+12.15514;   1505;20.905; 0.009;20.385; 0.012;19.638; 0.017
322.57104;+12.13658;   1506;20.736; 0.008;20.180; 0.010;19.543; 0.015
322.57071;+12.04900;   1510;21.119; 0.015;20.539; 0.014;19.831; 0.022
322.57058;+12.03311;   1513;20.332; 0.008;19.803; 0.008;19.147; 0.012
322.57075;+12.09494;   1514;20.867; 0.007;20.302; 0.008;19.647; 0.015
322.57100;+12.17733;   1518;20.827; 0.008;20.277; 0.009;19.540; 0.015
322.57046;+12.12625;   1532;19.302; 0.004;18.779; 0.005;18.165; 0.007
322.57017;+12.06222;   1535;20.846; 0.010;20.305; 0.010;19.623; 0.018
322.57004;+12.05339;   1537;20.157; 0.007;19.354; 0.006;18.441; 0.008
322.57033;+12.14864;   1539;17.651; 0.002;16.860; 0.002;15.926; 0.005
322.57021;+12.15922;   1549;20.611; 0.008;20.079; 0.008;19.399; 0.016
322.57021;+12.17278;   1551;20.589; 0.007;20.034; 0.009;19.372; 0.014
322.56996;+12.13836;   1554;19.746; 0.004;19.256; 0.005;18.665; 0.008
322.56967;+12.05564;   1555;19.921; 0.007;18.788; 0.005;17.527; 0.006
322.56983;+12.10806;   1556;20.082; 0.005;19.592; 0.006;19.003; 0.011
322.56962;+12.07847;   1558;20.735; 0.011;20.202; 0.010;19.467; 0.015
322.56975;+12.13431;   1560;20.895; 0.009;20.341; 0.011;19.677; 0.020
322.56958;+12.11350;   1561;20.618; 0.007;20.056; 0.010;19.409; 0.018
322.56954;+12.15244;   1563;17.098; 0.002;16.331; 0.002;15.375; 0.003
322.56967;+12.15625;   1565;19.100; 0.003;18.181; 0.003;17.162; 0.004
322.56950;+12.15858;   1568;20.776; 0.009;20.233; 0.010;19.546; 0.016
322.56929;+12.10406;   1569;19.962; 0.005;19.448; 0.005;18.825; 0.009
322.56921;+12.14306;   1573;19.143; 0.004;18.510; 0.005;17.713; 0.005
322.56892;+12.08736;   1578;19.127; 0.004;18.589; 0.005;17.939; 0.008
322.56896;+12.09222;   1579;19.651; 0.004;19.149; 0.005;18.561; 0.007
322.56912;+12.16506;   1580;20.645; 0.007;20.129; 0.009;19.454; 0.015
322.56912;+12.17608;   1581;18.991; 0.003;18.338; 0.003;17.491; 0.005
322.56862;+12.04728;   1582;21.012; 0.011;20.435; 0.013;19.747; 0.020
322.56900;+12.16081;   1584;18.997; 0.003;18.355; 0.004;17.530; 0.005
322.56892;+12.16992;   1587;19.424; 0.004;18.928; 0.005;18.299; 0.006
322.56871;+12.13589;   1590;20.514; 0.008;19.976; 0.009;19.260; 0.015
322.56879;+12.16222;   1591;19.853; 0.005;19.365; 0.005;18.740; 0.009
322.56850;+12.09850;   1593;19.810; 0.004;19.332; 0.005;18.738; 0.008
322.56858;+12.13100;   1596;20.067; 0.006;19.535; 0.007;18.950; 0.012
322.56862;+12.15608;   1597;19.487; 0.004;19.003; 0.005;18.372; 0.007
322.56821;+12.06633;   1598;18.442; 0.004;17.739; 0.003;16.872; 0.004
322.56850;+12.16150;   1601;21.075; 0.011;20.513; 0.012;19.764; 0.019
322.56833;+12.17486;   1604;20.427; 0.007;19.880; 0.008;19.218; 0.014
322.56792;+12.06731;   1608;20.358; 0.007;18.920; 0.005;17.227; 0.005
322.56821;+12.15658;   1609;20.558; 0.007;20.053; 0.009;19.348; 0.014
322.56804;+12.12067;   1611;20.643; 0.007;20.095; 0.010;19.500; 0.016
322.56821;+12.16681;   1614;20.765; 0.008;20.223; 0.010;19.500; 0.016
322.56817;+12.16033;   1615;20.879; 0.010;20.401; 0.011;19.661; 0.019
322.56817;+12.16806;   1616;19.177; 0.003;18.616; 0.004;17.885; 0.006
322.56796;+12.13489;   1620;17.804; 0.002;17.058; 0.003;16.181; 0.004
322.56783;+12.12728;   1621;17.299; 0.002;16.535; 0.003;15.752; 0.004
322.56792;+12.13614;   1624;20.956; 0.009;20.412; 0.014;19.689; 0.019
322.56800;+12.17797;   1626;17.002; 0.002;16.208; 0.002;15.264; 0.003
322.56787;+12.14969;   1627;20.685; 0.006;20.117; 0.009;19.376; 0.013
322.56771;+12.11561;   1629;21.442; 0.013;20.765; 0.014;20.017; 0.026
322.56787;+12.16408;   1632;20.839; 0.008;20.340; 0.011;19.608; 0.017
322.56754;+12.08275;   1634;20.212; 0.007;19.704; 0.010;19.073; 0.013
322.56775;+12.16086;   1641;21.068; 0.011;20.515; 0.013;19.766; 0.017
322.56733;+12.07931;   1642;20.506; 0.008;19.984; 0.010;19.304; 0.016
322.56762;+12.17247;   1643;20.408; 0.006;19.888; 0.007;19.236; 0.012
322.56746;+12.15189;   1646;19.786; 0.004;19.297; 0.006;18.656; 0.009
322.56742;+12.15133;   1648;19.580; 0.004;19.101; 0.005;18.479; 0.007
322.56725;+12.11892;   1651;18.986; 0.004;18.308; 0.004;17.555; 0.009
